motor_id,motor_type,day,date,load_pct,temp_c,true_fault,true_severity,f0_hz,fr_hz,slip,rms_a,rms_b,rms_c,rms_mean,crest,thd,sideband_ratio,ecc_ratio,bearing_band,unbalance_pct,vib_rms,vib_crest,vib_high_ratio,health,status,suspected_cause,action,degradation,iforest_anomaly
KI16,TestRig,40,2024-02-10,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.739,1.752,1.746,1.746,1.459,0.0154,2.0,0.0104,0.0104,0.78,0.1363,6.455,0.7014,48.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.778,False
KI16,TestRig,41,2024-02-11,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.74,1.754,1.745,1.746,1.455,0.0174,2.0,0.007,0.007,0.79,0.1311,6.709,0.7129,46.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.419,False
KI16,TestRig,42,2024-02-12,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.743,1.755,1.746,1.748,1.452,0.0154,2.0,0.0087,0.0087,0.68,0.1324,6.646,0.6987,51.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.876,False
KI16,TestRig,43,2024-02-13,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.748,1.759,1.751,1.753,1.478,0.0146,2.0,0.0075,0.0075,0.65,0.1298,6.78,0.6886,49.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.486,False
KI16,TestRig,44,2024-02-14,70.0,44.9,bearing,1.0,100.0,25.0,0.002,1.743,1.756,1.748,1.749,1.474,0.0162,2.0,0.0073,0.0073,0.75,0.1248,7.05,0.6589,54.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.871,False
KI16,TestRig,45,2024-02-15,70.0,44.9,bearing,1.0,100.0,25.0,0.002,1.739,1.75,1.743,1.744,1.481,0.0163,2.0,0.0076,0.0076,0.59,0.1199,7.339,0.648,56.7,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.201,False
KI16,TestRig,46,2024-02-16,70.0,44.9,bearing,1.0,100.0,25.0,0.002,1.738,1.746,1.741,1.742,1.484,0.0156,2.0,0.0056,0.0056,0.45,0.1192,7.378,0.6505,56.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.145,False
KI16,TestRig,47,2024-02-17,70.0,44.9,bearing,1.0,100.0,25.0,0.002,1.735,1.742,1.739,1.739,1.483,0.0144,2.0,0.0116,0.0116,0.39,0.1237,7.11,0.6555,56.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.26,False
KI16,TestRig,48,2024-02-18,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.74,1.754,1.748,1.747,1.473,0.0172,2.0,0.0055,0.0055,0.81,0.1302,6.758,0.6887,47.8,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.955,False
KI16,TestRig,49,2024-02-19,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.737,1.746,1.74,1.741,1.452,0.0155,2.0,0.0079,0.0079,0.54,0.137,6.422,0.7166,48.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.795,False
KI16,TestRig,50,2024-02-20,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.743,1.75,1.745,1.746,1.458,0.0104,2.0,0.0042,0.0081,0.45,0.1373,6.41,0.7202,47.6,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.017,False
KI16,TestRig,51,2024-02-21,70.0,41.8,bearing,1.0,100.0,24.99,0.002,1.74,1.747,1.744,1.744,1.451,0.0167,2.0,0.0069,0.0069,0.4,0.1353,6.501,0.7079,50.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.17,False
KI16,TestRig,52,2024-02-22,70.0,44.1,bearing,1.0,100.0,24.99,0.002,1.739,1.754,1.749,1.748,1.457,0.019,2.0,0.0059,0.0059,0.85,0.12,7.332,0.6622,54.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.718,False
KI16,TestRig,53,2024-02-23,70.0,44.1,bearing,1.0,100.0,24.99,0.002,1.739,1.755,1.748,1.747,1.46,0.0193,2.0,0.0065,0.0065,0.9,0.1271,6.922,0.6763,50.9,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.957,False
KI16,TestRig,54,2024-02-24,70.0,44.1,bearing,1.0,100.0,24.99,0.002,1.74,1.754,1.746,1.747,1.464,0.0163,2.0,0.0061,0.0061,0.84,0.1278,6.885,0.6809,51.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.904,False
KI16,TestRig,55,2024-02-25,70.0,44.1,bearing,1.0,100.0,24.99,0.002,1.743,1.756,1.748,1.749,1.458,0.0173,2.0,0.0061,0.0061,0.77,0.1282,6.861,0.6817,52.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.603,False
KI16,TestRig,56,2024-02-26,70.0,43.6,bearing,1.0,100.0,24.99,0.002,1.745,1.752,1.751,1.749,1.46,0.017,2.0,0.007,0.007,0.43,0.1228,7.166,0.646,61.9,Watch,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,9.776,False
KI16,TestRig,57,2024-02-27,70.0,43.6,bearing,1.0,100.0,24.99,0.002,1.738,1.749,1.748,1.745,1.46,0.0168,2.0,0.0072,0.0072,0.63,0.1212,7.258,0.6498,59.8,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.323,False
KI16,TestRig,58,2024-02-28,70.0,43.6,bearing,1.0,100.0,24.99,0.002,1.736,1.75,1.746,1.744,1.475,0.0157,2.0,0.0067,0.0067,0.79,0.1229,7.159,0.6478,56.5,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.26,False
KI16,TestRig,59,2024-02-29,70.0,43.6,bearing,1.0,100.0,24.99,0.002,1.734,1.75,1.742,1.742,1.474,0.0158,2.0,0.0086,0.0086,0.88,0.1254,7.015,0.6665,52.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.581,False
KI16,TestRig,60,2024-03-01,70.0,43.2,bearing,1.0,100.0,24.99,0.002,1.73,1.742,1.734,1.735,1.493,0.0153,2.0,0.0096,0.0096,0.69,0.1208,7.285,0.6687,50.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.214,False
KI16,TestRig,61,2024-03-02,70.0,43.2,bearing,1.0,100.0,24.99,0.002,1.733,1.743,1.737,1.738,1.478,0.0165,2.0,0.0085,0.0085,0.57,0.1203,7.316,0.663,54.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.929,False
KI16,TestRig,62,2024-03-03,70.0,43.2,bearing,1.0,100.0,24.99,0.002,1.733,1.741,1.736,1.737,1.476,0.0168,2.0,0.0076,0.0076,0.43,0.1274,6.905,0.6761,52.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.494,False
KI16,TestRig,63,2024-03-04,70.0,43.2,bearing,1.0,100.0,24.99,0.002,1.73,1.737,1.736,1.735,1.473,0.0184,2.0,0.0071,0.0071,0.4,0.1284,6.853,0.6767,52.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.6,False
KI16,TestRig,64,2024-03-05,70.0,43.4,bearing,1.0,100.0,24.99,0.002,1.733,1.742,1.741,1.739,1.483,0.0185,2.0,0.0079,0.0079,0.52,0.1254,7.018,0.6645,52.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.503,False
KI16,TestRig,65,2024-03-06,70.0,43.4,bearing,1.0,100.0,24.99,0.002,1.734,1.745,1.746,1.742,1.5,0.0132,2.0,0.0097,0.0128,0.66,0.1227,7.173,0.6486,53.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.171,True
KI16,TestRig,66,2024-03-07,70.0,43.4,bearing,1.0,100.0,24.99,0.002,1.739,1.749,1.748,1.745,1.482,0.0199,2.0,0.0075,0.0075,0.57,0.1224,7.19,0.6493,54.6,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.813,False
KI16,TestRig,67,2024-03-08,70.0,43.4,bearing,1.0,100.0,24.99,0.002,1.733,1.747,1.744,1.741,1.475,0.0202,2.0,0.0075,0.0075,0.8,0.1285,6.845,0.6834,47.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.122,False
KI16,TestRig,68,2024-03-09,70.0,45.4,bearing,1.0,100.0,25.0,0.002,1.743,1.751,1.749,1.747,1.462,0.0177,2.0,0.0071,0.0071,0.46,0.1182,7.442,0.6562,59.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,10.566,False
KI16,TestRig,69,2024-03-10,70.0,45.4,bearing,1.0,100.0,25.0,0.002,1.734,1.744,1.743,1.74,1.464,0.0094,2.0,0.0135,0.0135,0.61,0.1284,6.851,0.6787,54.1,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.958,True
KI16,TestRig,70,2024-03-11,70.0,45.4,bearing,1.0,100.0,25.0,0.002,1.727,1.744,1.737,1.736,1.469,0.0095,2.0,0.0066,0.0093,0.93,0.1315,6.691,0.6918,48.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.791,True
KI16,TestRig,71,2024-03-12,70.0,45.4,bearing,1.0,100.0,25.0,0.002,1.734,1.749,1.745,1.742,1.461,0.0151,2.0,0.0063,0.0063,0.84,0.1307,6.733,0.6862,51.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.924,False
KI16,TestRig,72,2024-03-13,70.0,43.0,bearing,1.0,100.0,24.99,0.002,1.744,1.759,1.749,1.751,1.472,0.0041,2.0,0.019,0.019,0.81,0.129,6.822,0.6873,47.4,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.08,True
KI16,TestRig,73,2024-03-14,70.0,43.0,bearing,1.0,100.0,24.99,0.002,1.744,1.756,1.748,1.749,1.474,0.0141,2.0,0.0064,0.0064,0.7,0.1314,6.694,0.7001,47.6,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.034,False
KI16,TestRig,74,2024-03-15,70.0,43.0,bearing,1.0,100.0,24.99,0.002,1.744,1.757,1.749,1.75,1.48,0.0119,2.0,0.0114,0.0114,0.78,0.1335,6.592,0.7047,45.2,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,14.865,True
KI16,TestRig,75,2024-03-16,70.0,43.0,bearing,1.0,100.0,24.99,0.002,1.744,1.754,1.747,1.748,1.474,0.0156,2.0,0.0056,0.0056,0.61,0.1323,6.649,0.6869,50.0,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,13.238,False
KI16,TestRig,76,2024-03-17,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.733,1.745,1.738,1.739,1.459,0.0152,2.0,0.0026,0.0061,0.7,0.1257,7.0,0.6721,55.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.596,False
KI16,TestRig,77,2024-03-18,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.734,1.743,1.737,1.738,1.457,0.016,2.0,0.0089,0.0089,0.51,0.1251,7.035,0.67,57.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.026,False
KI16,TestRig,78,2024-03-19,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.736,1.744,1.741,1.74,1.462,0.0106,2.0,0.0032,0.0103,0.48,0.1284,6.852,0.6845,54.3,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,11.886,False
KI16,TestRig,79,2024-03-20,70.0,42.9,bearing,1.0,100.0,24.99,0.002,1.738,1.745,1.742,1.742,1.465,0.0174,2.0,0.0072,0.0072,0.44,0.1312,6.706,0.6877,51.6,Alert,Bearing defect frequencies,Replace DE/NDE bearings at next planned stop,12.716,False
